,Search term,Keyword,Similarity Score,Keyword vs Account Similarity,Match Type_Broad match,Match Type_Exact match,Match Type_Phrase match,Added/Excluded
315,roofing and insulation services,roof insulation contractor,0.770301103591919,0.8166032433509827,0,1,0,2
316,blown in insulation contractors,blow in insulation company near me,0.7278071045875549,0.4988440275192261,0,1,0,2
317,attic cleanup and decontamination,attic insulation service,0.5297130942344666,0.4289320707321167,1,0,0,2
318,affordable insulation company,attic insulation service,0.6272733211517334,0.4821184277534485,1,0,0,2
319,cost of blown in insulation per square foot,blown in insulation installation,0.5266523361206055,0.32992643117904663,0,0,1,2
320,24 insulation,attic insulation service,0.5174505710601807,0.4019591510295868,1,0,0,2
321,r30 faced insulation,attic insulation service,0.4578531384468078,0.31849926710128784,1,0,0,2
322,how should an attic be insulated,attic insulation service,0.6332662105560303,0.2912070155143738,1,0,0,2
323,attic systems insulation,attic insulation service,0.7990531921386719,0.4355680048465729,0,0,1,2
324,insulation blown in,blown in house insulation,0.8898253440856934,0.24535104632377625,0,1,0,2
325,mineral wool blown in insulation,blown in roof insulation,0.6938787698745728,0.1827075332403183,0,0,1,2
326,insulation for roof,roof insulation,0.9389551877975464,0.5511075854301453,0,1,0,2
327,insulation on roof rafters,attic roof insulation,0.7837631702423096,0.5089800357818604,0,0,1,2
328,insulation quotes,attic insulation service,0.5950545072555542,0.5538647174835205,1,0,0,2
329,the insulation guys,attic insulation service,0.5517762899398804,0.46627992391586304,1,0,0,2
330,attic ventilation near me,attic insulation service,0.5229290723800659,0.43837040662765503,1,0,0,2
331,attic insulation removal near me,attic insulation service,0.7066555619239807,0.49367594718933105,0,0,1,2
332,attic cleanup,attic insulation service,0.5530810952186584,0.42476093769073486,1,0,0,2
333,attic insulation broken arrow ok,attic insulation broken arrow,0.9846304059028624,0.36569109559059143,0,0,1,2
334,attic installations,attic insulation service,0.6085156202316284,0.5093543529510498,1,0,0,2
335,blown insulation contractors near me,blown in insulation company,0.7384806871414185,0.6037002205848694,0,1,0,2
336,insulation installer,attic insulation service,0.673892617225647,0.46189334988594055,1,0,0,2
337,mineral rock insulation,attic insulation service,0.4389697909355163,0.405670166015625,1,0,0,2
338,golden way roofing,commercial roofing tulsa,0.6674675345420837,0.6838802099227905,1,0,0,2
339,castagra roofing,commercial flat roof replacement,0.5451047420501709,0.6476792097091675,1,0,0,2
340,top roofing companies tulsa,commercial roofing tulsa,0.8335552215576172,0.7254824638366699,1,0,0,2
341,standing seam metal roof installers near me,commercial roof repair company,0.5551386475563049,0.8062748908996582,1,0,0,2
342,best roofers in tulsa,commercial roofing tulsa,0.8181431293487549,0.6824570894241333,1,0,0,2
343,industrial & commercial roofing,commercial roofing company,0.8029987812042236,0.7861922383308411,0,0,1,2
344,roofing companies stillwater ok,commercial roofing stillwater,0.8650094270706177,0.7891638278961182,0,1,0,2
345,roofing companies owasso ok,industrial roofing company,0.6648992300033569,0.7428610920906067,0,0,1,2
346,commercial roof,commercial roofing contractor,0.7639342546463013,0.7677258253097534,1,0,0,2
347,epdm rubber roofing membrane,EPDM roofing,0.7504259943962097,0.4619256556034088,0,1,0,2
348,rubber roofing for flat roof,commercial flat roof replacement,0.5890589356422424,0.5022062063217163,1,0,0,2
349,hargrove roofing,commercial roofing contractor,0.5634496212005615,0.6888880729675293,1,0,0,2
350,conklin roofing cost,commercial flat roof replacement,0.4106951951980591,0.5784364938735962,1,0,0,2
351,parsons commercial roofing,commercial roofing contractor,0.6889147758483887,0.7658452391624451,1,0,0,2
352,rolls of rubber roofing,commercial flat roof replacement,0.4387333989143371,0.5889075994491577,1,0,0,2
353,roof repair and restoration,commercial roofing contractor,0.5774480104446411,0.8069126009941101,1,0,0,2
354,commercial roofing contractors in tulsa,commercial roofing tulsa,0.8838545083999634,0.7842324376106262,0,1,0,2
355,metal roof near me,commercial roof repair,0.5469342470169067,0.8421530723571777,1,0,0,2
356,tpo roofing,commercial roofing contractor,0.5311480760574341,0.6373516321182251,1,0,0,2
357,membrane roofing,commercial flat roof replacement,0.515360951423645,0.6100062727928162,1,0,0,1
358,rcs roofing,commercial roofing contractor,0.620597243309021,0.6740038394927979,1,0,0,2
359,flat roofing near me,commercial flat roof replacement,0.6983416080474854,0.6726512312889099,1,0,0,0
360,roofing force joplin,commercial roofing contractor,0.4566491842269897,0.6140963435173035,1,0,0,2
361,tpo installation methods,TPO roof installation,0.7074755430221558,0.20197202265262604,0,1,0,2
362,tulsa commercial roofers,commercial roofing tulsa,0.8776479959487915,0.7859252691268921,0,1,0,2
363,best roofing companies in tulsa,commercial roofing tulsa,0.8395898342132568,0.6916865110397339,1,0,0,2
364,roofing contractors tulsa,commercial roofing tulsa,0.8784247636795044,0.7696030735969543,1,0,0,2
365,commercial roofing in omaha,commercial roof restoration,0.6896430253982544,0.7710671424865723,0,0,1,2
366,sun commercial roofing,commercial roofing company,0.7771050930023193,0.7418555617332458,1,0,0,2
367,commercial roof drain repair,commercial roof repair,0.6603796482086182,0.5820925831794739,0,0,1,2
368,roofing commercial,commercial roofers near me,0.607793927192688,0.6187241673469543,0,1,0,2
369,roofing and restoration,commercial roof repair company,0.6308293342590332,0.7681321501731873,1,0,0,2
370,roofing insulation,commercial flat roof replacement,0.4385477900505066,0.5927950143814087,1,0,0,2
371,turner roof,commercial roofing contractor,0.5146871209144592,0.6327834129333496,1,0,0,2
372,commercial roofing kansas,+commercial +roofing +company,0.7163017392158508,0.7693131566047668,0,0,1,2
373,roofing jenks,commercial roofing tulsa,0.7219671010971069,0.7342835068702698,1,0,0,2
374,roofing company in owasso,commercial roofing owasso,0.814694344997406,0.7883399724960327,0,1,0,2
375,patch tpo roof,TPO roof repair,0.928328812122345,0.6298764944076538,0,1,0,2
376,roll roofing installation,roll roof installation,0.9632551074028016,0.5667606592178345,0,1,0,2
377,roofing company tulsa ok,commercial roofing tulsa,0.8492838144302368,0.819201648235321,1,0,0,2
378,ronco tulsa,commercial roofing tulsa,0.5112426280975342,0.36327624320983887,1,0,0,1
379,roof repair mesh,commercial flat roof replacement,0.4631721675395965,0.6222389936447144,1,0,0,2
380,commercial roofers tulsa,+commercial +roofing +company,0.7315597534179688,0.7887463569641113,0,0,1,2
381,commercial roofing repairs near me,commercial roof repair specialist,0.7476943135261536,0.8150835037231445,0,1,0,2
382,tpo commercial roofing,commercial flat roofing,0.7349862456321716,0.6747291088104248,0,0,1,2
383,applying roll roofing,roll roof installation,0.8425909280776978,0.5528031587600708,0,1,0,2
384,commercial roof coatings,commercial roofing contractor,0.5740723609924316,0.6318435668945312,1,0,0,2
385,need a roof repair,commercial roof repair,0.821688175201416,0.8403401970863342,1,0,0,2
386,skyline roofing oklahoma,commercial roofing contractor,0.538417398929596,0.6880303621292114,0,0,1,2
387,tamko rolled roofing,commercial roofing contractor,0.462722510099411,0.5822886228561401,1,0,0,2
388,rubber roof shingles,rubber roofers,0.8293097019195557,0.5494063496589661,0,0,1,2
389,rubber roofing,commercial roof repair company,0.4871497750282287,0.6265695095062256,1,0,0,2
390,roofing companies tulsa,commercial roofing tulsa,0.8934890627861023,0.7634581327438354,0,1,0,2
391,roofing companies broken arrow,industrial roofing company,0.66556316614151,0.7280668020248413,0,0,1,2
392,roof leak detection equipment,flat roof repair,0.3981724381446838,0.5141238570213318,1,0,0,2
393,oklahoma commercial roofing,commercial roofing company near me,0.7598303556442261,0.7966586351394653,0,0,1,2
394,roofing companies,commercial roofing contractor,0.7264499664306641,0.9120641350746155,1,0,0,2
395,commercial membrane roof,commercial flat roof replacement,0.5825444459915161,0.5948309898376465,1,0,0,2
396,roofing companies ponca city,commercial roofing ponca city,0.8912642598152161,0.7686781883239746,0,1,0,2
397,commercial roofing costs,commercial roofing quote,0.8351597785949707,0.5994750261306763,0,1,0,2
398,tpo roof repair,commercial roofers near me,0.4438055753707886,0.6491754651069641,1,0,0,2
399,roofing company,commercial roofing contractor,0.7808607816696167,0.9675459861755371,1,0,0,2
400,tulsa roofing repair,commercial roofing tulsa,0.8520609140396118,0.7149189710617065,1,0,0,2
401,commercial flat roofing contractors near me,commercial flat roof replacement,0.6472211480140686,0.8013373613357544,0,1,0,2
402,commercial roofing,commercial roofing contractors near me,0.7758896350860596,0.8091146349906921,1,0,0,2
403,commercial roofing company near me,commercial roofing company,0.8994375467300415,0.8721395134925842,0,1,0,2
404,tulsa commercial roofing company,commercial roofing tulsa,0.8521678447723389,0.8020360469818115,0,1,0,2
405,bitumen roofing,commercial flat roof replacement,0.4337123036384582,0.5831159353256226,1,0,0,2
406,commercial roof repair tulsa,commercial roof repair,0.8365947604179382,0.7542751431465149,0,0,1,2
407,rubber roof blocks,rubber roofers,0.7660496830940247,0.5508579015731812,0,0,1,2
408,tpo roofing repair,commercial roof repair,0.6861543655395508,0.6212635636329651,0,0,1,2
409,roofing tile,commercial roof repair,0.617639422416687,0.6030393838882446,1,0,0,2
410,tpo roofing contractors,commercial roofing contractor,0.7152000665664673,0.781607985496521,1,0,0,2
411,roofers in tulsa,commercial roofing tulsa,0.8606712818145752,0.7575472593307495,1,0,0,2
412,best roofing companies in tulsa,commercial roofing tulsa,0.8395898342132568,0.6916865110397339,1,0,0,2
413,roofing contractor near me,commercial roofing tulsa,0.6148980855941772,0.8804779052734375,1,0,0,2
414,peel & seal roll roofing,commercial roofing company,0.4507305026054382,0.5032291412353516,1,0,0,2
415,install tpo roof,TPO roof installation,0.9766967296600342,0.5909745693206787,0,1,0,2
416,best commercial roofing,commercial roofers,0.7424618005752563,0.7152880430221558,0,1,0,2
417,roofing contractors tulsa ok,commercial roofing tulsa,0.8589029312133789,0.7813489437103271,0,1,0,2
418,tpo roof system,commercial flat roof replacement,0.5704684257507324,0.5757131576538086,1,0,0,2
419,tulsa commercial roofer,industrial roofing contractor,0.6593565940856934,0.7189815640449524,0,0,1,2
420,rl murphey roofing,commercial roofing company,0.6109791994094849,0.681717038154602,0,0,1,2
421,flat roofing companies,commercial flat roof replacement,0.7283812761306763,0.7958114147186279,1,0,0,2
422,commercial roofers houston,industrial roofing company,0.7427409887313843,0.7921749353408813,0,0,1,2
423,garlock equipment company,commercial roofing contractor,0.2944112122058868,0.4606568515300751,1,0,0,2
424,commercial roof repair tulsa,commercial roof leak repair,0.7093939781188965,0.7542751431465149,0,0,1,2
425,blown in insulation near me,blown in attic insulation,0.8808406591415405,0.2979291081428528,0,0,1,2
426,roberts insulation,attic insulation service,0.5527742505073547,0.4097563624382019,1,0,0,2
427,batts or blown in for attic,blown in roof insulation,0.4823243618011474,0.36145350337028503,0,0,1,2
428,attic rodent proofing near me,attic insulation service,0.4450568556785583,0.365581750869751,1,0,0,2
429,tulsa insulation companies,attic insulation tulsa OK,0.7562605738639832,0.5853588581085205,0,1,0,2
430,white blow in insulation,blown in roof insulation,0.6275386214256287,0.1721009612083435,0,0,1,2
431,how thick should blown in insulation be,blown in attic insulation,0.5342246294021606,0.21944588422775269,0,0,1,2
432,attic insulation blanket,attic roof insulation,0.8081046342849731,0.3605113625526428,0,0,1,2
433,31 west insulation,attic insulation service,0.5399168729782104,0.4242428243160248,1,0,0,2
434,weatherguard roofing,residential roofing company,0.5174927711486816,0.649993360042572,1,0,0,2
435,tecumseh roofing,roof replacement company,0.5827332735061646,0.6780802011489868,0,0,1,2
436,scotchgard shingles,roofing company in my area,0.4856573939323425,0.48441213369369507,1,0,0,2
437,local roofing company,top roofers near me,0.7021746039390564,0.8761190176010132,0,1,0,2
438,3kings roofing,roofing companies near me,0.6754655838012695,0.6914323568344116,1,0,0,2
439,cannons roofing,local roofer,0.483559250831604,0.5548267364501953,0,0,1,2
440,midwest city roofers,roof installation company,0.6494951248168945,0.7447926998138428,0,0,1,2
441,bodden roofing,roof installation company,0.6131516695022583,0.652402400970459,0,0,1,2
442,stewart and sons roofing,local roofer,0.755317211151123,0.7928173542022705,0,0,1,2
443,residential roof leak repairs,damaged roof repair,0.7361183166503906,0.6760238409042358,0,0,1,2
444,abbott roofing,roofing companies near me,0.6739161610603333,0.7439008951187134,0,0,1,2
445,millard roofing,home roofing contractor,0.587550699710846,0.7085245847702026,1,0,0,2
446,tectra roofing,home roof replacement,0.5699834227561951,0.6488856673240662,1,0,0,2
447,rockwall roofing contractors,+roofing +general +contractor,0.7392622232437134,0.8246783018112183,0,0,1,2
448,grace construction,residential roofing company,0.1933469474315643,0.365562379360199,1,0,0,2
449,best roofer near me,roofing company near me,0.81227707862854,0.7793290615081787,0,1,0,2
450,ruberoid roof repair,+house +roof +repair,0.4763444662094116,0.6047731637954712,0,0,1,2
451,acc roofing,residential roofing contractor,0.6094084978103638,0.7494240999221802,1,0,0,1
452,roofing faqs,residential roofing company,0.6004199981689453,0.708286702632904,1,0,0,2
453,bravo roofing,residential roofing company,0.6225191354751587,0.737296462059021,1,0,0,2
454,3 days later roofing and renovations,roofing company in my area,0.4910967648029327,0.6678255200386047,1,0,0,2
455,the best roofing company,roof repair company,0.8244062662124634,0.8279151916503906,0,0,1,2
456,dabella roofing,licensed roofing company,0.6183987259864807,0.6618872880935669,0,0,1,2
457,replacing asphalt shingles,damaged roof repair,0.5032048225402832,0.5312964916229248,1,0,0,2
458,affordable roofers near me,roofers near me,0.7438573837280273,0.7623533010482788,0,0,1,2
459,how much does it cost to replace a roof on a 1600 square foot house,+house +roof +replacement,0.6245867609977722,0.5646403431892395,0,0,1,2
460,eden roofing,roofing company service,0.6419674158096313,0.7594310641288757,0,0,1,2
461,residential roofing bixby,roof repair in bixby,0.82970130443573,0.747140645980835,0,1,0,2
462,roofing posts,residential roofing contractor,0.4550960659980774,0.6245834827423096,1,0,0,2
463,roofing broken arrow ok,roofers in broken arrow,0.7496785521507263,0.5881268382072449,0,1,0,2
464,best roofing company near me,top roofer,0.6332623958587646,0.8314758539199829,0,1,0,2
465,uk roofing companies,residential roofing contractor,0.6489888429641724,0.7866736650466919,1,0,0,2
