,Search term,Keyword,Added/Excluded,Similarity Score,Match Type_Broad match,Match Type_Exact match,Match Type_Phrase match
391,roofing companies broken arrow,industrial roofing company,2,0.66556316614151,0,0,1
392,roof leak detection equipment,flat roof repair,2,0.39817243814468384,1,0,0
393,oklahoma commercial roofing,commercial roofing company near me,2,0.7598303556442261,0,0,1
394,roofing companies,commercial roofing contractor,2,0.7264499664306641,1,0,0
395,commercial membrane roof,commercial flat roof replacement,2,0.5825444459915161,1,0,0
396,roofing companies ponca city,commercial roofing ponca city,2,0.8912642598152161,0,1,0
397,commercial roofing costs,commercial roofing quote,2,0.8351597785949707,0,1,0
398,tpo roof repair,commercial roofers near me,2,0.4438055753707886,1,0,0
399,roofing company,commercial roofing contractor,2,0.7808607816696167,1,0,0
400,tulsa roofing repair,commercial roofing tulsa,2,0.8520609140396118,1,0,0
401,commercial flat roofing contractors near me,commercial flat roof replacement,2,0.6472211480140686,0,1,0
402,commercial roofing,commercial roofing contractors near me,2,0.7758896350860596,1,0,0
403,commercial roofing company near me,commercial roofing company,2,0.8994375467300415,0,1,0
404,tulsa commercial roofing company,commercial roofing tulsa,2,0.8521678447723389,0,1,0
405,bitumen roofing,commercial flat roof replacement,2,0.43371230363845825,1,0,0
406,commercial roof repair tulsa,commercial roof repair,2,0.8365947604179382,0,0,1
407,rubber roof blocks,rubber roofers,2,0.7660496830940247,0,0,1
408,tpo roofing repair,commercial roof repair,2,0.6861543655395508,0,0,1
409,roofing tile,commercial roof repair,2,0.617639422416687,1,0,0
410,tpo roofing contractors,commercial roofing contractor,2,0.7152000665664673,1,0,0
411,roofers in tulsa,commercial roofing tulsa,2,0.8606712818145752,1,0,0
412,best roofing companies in tulsa,commercial roofing tulsa,2,0.8395898342132568,1,0,0
413,roofing contractor near me,commercial roofing tulsa,2,0.6148980855941772,1,0,0
414,peel & seal roll roofing,commercial roofing company,2,0.45073050260543823,1,0,0
415,install tpo roof,TPO roof installation,2,0.9766967296600342,0,1,0
416,best commercial roofing,commercial roofers,2,0.7424618005752563,0,1,0
417,roofing contractors tulsa ok,commercial roofing tulsa,2,0.8589029312133789,0,1,0
418,tpo roof system,commercial flat roof replacement,2,0.5704684257507324,1,0,0
419,tulsa commercial roofer,industrial roofing contractor,2,0.6593565940856934,0,0,1
420,rl murphey roofing,commercial roofing company,2,0.6109791994094849,0,0,1
421,flat roofing companies,commercial flat roof replacement,2,0.7283812761306763,1,0,0
422,commercial roofers houston,industrial roofing company,2,0.7427409887313843,0,0,1
423,garlock equipment company,commercial roofing contractor,2,0.29441121220588684,1,0,0
424,commercial roof repair tulsa,commercial roof leak repair,2,0.7093939781188965,0,0,1
425,blown in insulation near me,blown in attic insulation,2,0.8808406591415405,0,0,1
426,roberts insulation,attic insulation service,2,0.5527742505073547,1,0,0
427,batts or blown in for attic,blown in roof insulation,2,0.48232436180114746,0,0,1
428,attic rodent proofing near me,attic insulation service,2,0.44505685567855835,1,0,0
429,tulsa insulation companies,attic insulation tulsa OK,2,0.7562605738639832,0,1,0
430,white blow in insulation,blown in roof insulation,2,0.6275386214256287,0,0,1
431,how thick should blown in insulation be,blown in attic insulation,2,0.5342246294021606,0,0,1
432,attic insulation blanket,attic roof insulation,2,0.8081046342849731,0,0,1
433,31 west insulation,attic insulation service,2,0.5399168729782104,1,0,0
434,weatherguard roofing,residential roofing company,2,0.5174927711486816,1,0,0
435,tecumseh roofing,roof replacement company,2,0.5827332735061646,0,0,1
436,scotchgard shingles,roofing company in my area,2,0.48565739393234253,1,0,0
437,local roofing company,top roofers near me,2,0.7021746039390564,0,1,0
438,3kings roofing,roofing companies near me,2,0.6754655838012695,1,0,0
439,cannons roofing,local roofer,2,0.483559250831604,0,0,1
440,midwest city roofers,roof installation company,2,0.6494951248168945,0,0,1
441,bodden roofing,roof installation company,2,0.6131516695022583,0,0,1
442,stewart and sons roofing,local roofer,2,0.755317211151123,0,0,1
443,residential roof leak repairs,damaged roof repair,2,0.7361183166503906,0,0,1
444,abbott roofing,roofing companies near me,2,0.6739161610603333,0,0,1
445,millard roofing,home roofing contractor,2,0.587550699710846,1,0,0
446,tectra roofing,home roof replacement,2,0.5699834227561951,1,0,0
447,rockwall roofing contractors,+roofing +general +contractor,2,0.7392622232437134,0,0,1
448,grace construction,residential roofing company,2,0.19334694743156433,1,0,0
449,best roofer near me,roofing company near me,2,0.81227707862854,0,1,0
450,ruberoid roof repair,+house +roof +repair,2,0.4763444662094116,0,0,1
451,acc roofing,residential roofing contractor,1,0.6094084978103638,1,0,0
452,roofing faqs,residential roofing company,2,0.6004199981689453,1,0,0
453,bravo roofing,residential roofing company,2,0.6225191354751587,1,0,0
454,3 days later roofing and renovations,roofing company in my area,2,0.49109676480293274,1,0,0
455,the best roofing company,roof repair company,2,0.8244062662124634,0,0,1
456,dabella roofing,licensed roofing company,2,0.6183987259864807,0,0,1
457,replacing asphalt shingles,damaged roof repair,2,0.5032048225402832,1,0,0
458,affordable roofers near me,roofers near me,2,0.7438573837280273,0,0,1
459,how much does it cost to replace a roof on a 1600 square foot house,+house +roof +replacement,2,0.6245867609977722,0,0,1
460,eden roofing,roofing company service,2,0.6419674158096313,0,0,1
461,residential roofing bixby,roof repair in bixby,2,0.82970130443573,0,1,0
462,roofing posts,residential roofing contractor,2,0.4550960659980774,1,0,0
463,roofing broken arrow ok,roofers in broken arrow,2,0.7496785521507263,0,1,0
464,best roofing company near me,top roofer,2,0.6332623958587646,0,1,0
465,uk roofing companies,residential roofing contractor,2,0.6489888429641724,1,0,0
466,fernando roofing,local roofer,2,0.6588889956474304,0,0,1
467,roofers choice,roof repair company,2,0.7152751088142395,1,0,0
468,leaky roof repair,house roof repair,2,0.7779234051704407,0,0,1
469,glencoe roofing,good roofing company,2,0.7092002630233765,0,0,1
470,roofer won t give estimate,roof repair free estimate,2,0.6270145773887634,1,0,0
471,mm roofing,local roofer,2,0.6452691555023193,0,0,1
472,jamar roofing,roof repair services,2,0.6223921179771423,1,0,0
473,broken arrow roof,roofing in broken arrow,2,0.8819615840911865,0,1,0
474,angeles roofing,roofing companies near me,2,0.689210057258606,1,0,0
475,r & r roofing contractors,residential roofing company,2,0.8317472338676453,1,0,0
476,lucas roofing,roof installation company,2,0.6728898286819458,1,0,0
477,roofing companies in tulsa oklahoma,+roof +replacement +company,2,0.5799819827079773,0,0,1
478,roof repair leak,roof repair,2,0.7372881174087524,0,1,0
479,reasonable roofing companies,roof repair free estimate,2,0.6401383280754089,1,0,0
480,brand of shingles,roofing company in my area,2,0.5753641128540039,1,0,0
481,roofers broken arrow,roof repair expert,2,0.4560953676700592,0,0,1
482,residential roofing costs,+house +roofing +quote,2,0.663456916809082,0,1,0
483,roofing contractors in my area,roofing contractors near me,2,0.9485471248626709,0,1,0
484,academy roofing,certified roofing company,2,0.7082186937332153,0,0,1
485,right now roofing tulsa,roofers in tulsa ok,2,0.7388596534729004,0,0,1
486,peel and stick roofing,residential roofing contractor,2,0.4585012197494507,1,0,0
487,roofr inc,roof repair company,2,0.8635641932487488,1,0,0
488,pad roofing,roof installation company,2,0.5431340932846069,1,0,0
489,roof insurance coverage,home roof replacement,2,0.6407458782196045,1,0,0
490,shew roofing tulsa ok,roof repair near me,2,0.6918348670005798,1,0,0
491,economy roofing,roofing companies near me,2,0.6754822731018066,1,0,0
492,roofin,roof installation company,2,0.4897717535495758,1,0,0
493,how much to replace house roof,+house +roof +replacement,2,0.7308462858200073,0,0,1
494,roofers lawton ok,+roofing +company +service,2,0.6272374391555786,0,0,1
495,roofing and more haltom city,+roof +replacement +company,2,0.5802256464958191,0,0,1
496,mtz roofing,roofing companies near me,2,0.6127876043319702,1,0,0
497,fix leak in roof,roof repair service,2,0.6125236749649048,0,0,1
498,paradigm roofing group,roofing companies near me,2,0.7289884090423584,0,0,1
499,hail damage to shingles,hail damage to shingles,0,0.9999998807907104,0,1,0
500,outreach roofing and construction,roof repair company,1,0.651317298412323,0,0,1
501,blow in insulation machine rental near me,blow in insulation near me,1,0.730064332485199,0,0,1
502,home insulation near me,attic insulation service,1,0.6264595985412598,1,0,0
503,affordable insulation tulsa ok,attic insulation service,1,0.5483235120773315,1,0,0
504,tulsa home insulation,attic insulation tulsa OK,1,0.8471910953521729,0,1,0
505,rock wool insulation,attic insulation service,1,0.48115336894989014,1,0,0
506,r30 insulation,attic insulation service,1,0.5026030540466309,1,0,0
507,abest roofing,+a +best +roofing,0,0.6734164953231812,0,1,0
508,abest roofing tulsa,a best roofing tulsa ok,0,0.8700230717658997,0,1,0
509,crossroads roofing,commercial flat roof replacement,1,0.6130766868591309,1,0,0
510,king david roofing shawnee ok,commercial roofing contractor,1,0.4853639602661133,0,0,1
511,restoremastersllc,commercial roofing contractor,1,0.03177341818809509,1,0,0
512,epdm roof installation,EPDM roof installation,0,1.0,0,1,0
513,soffits repair,flat roof repair,1,0.45542576909065247,1,0,0
514,epdm roofing installers near me,EPDM roofers,0,0.8272837996482849,0,0,1
515,jenks roofing company,commercial roofing jenks,1,0.8746704459190369,0,1,0
516,commercial roofers near me,commercial roofers near me,0,1.0000001192092896,0,1,0
517,next generation roofing and construction,commercial roofing contractor,1,0.6648012399673462,1,0,0
518,commercial roofing contractors near me,commercial roofing contractors near me,0,0.9999998807907104,0,1,0
519,rubber roof installers,rubber roof Installers,0,1.0,0,1,0
520,roofing companies in tulsa ok,commercial roofing tulsa,2,0.8509531021118164,0,1,0
521,www roofingcontractor com,commercial roofing contractor,2,0.6649711728096008,1,0,0
522,rubber roof for camper,rubber roofers,2,0.6810500025749207,0,0,1
523,white epdm rubber roofing,EPDM roofers,2,0.6595171689987183,0,0,1
524,roofing in skiatook,+commercial +roofing +skiatook,2,0.7218637466430664,0,1,0
525,roofing company bixby,+roofing +company +bixby,0,0.8697336316108704,0,1,0
526,signs a roof needs to be replaced,damaged roof repair,2,0.6060492992401123,1,0,0
527,never leak roofing,roof repair near me,2,0.49480903148651123,0,0,1
528,truly roofing,roof installation company,2,0.6239027976989746,1,0,0
529,local roofers in my area,residential roofing contractor,2,0.7005488872528076,1,0,0
530,roofing contractor tulsa,roofers near me,2,0.57548987865448,0,0,1
531,clear choice roofing,roofing companies near me,2,0.646994411945343,1,0,0
532,selling slate roof tiles,roofing companies near me,2,0.5382177233695984,1,0,0
533,barrett roofing,roofing company service,1,0.5849791765213013,0,0,1
534,blue roofing,residential roofing contractor,2,0.5091437101364136,1,0,0
535,gaf certified roofers,+gaf +certified +roofers,0,0.9346616864204407,0,1,0
536,tile roofing company,tile roofing company,0,1.000000238418579,0,1,0
537,roofing miami ok,house roof installation,2,0.632174015045166,0,0,1
538,peppercorn roof shingles,residential roofing company,2,0.42480096220970154,1,0,0
539,roofing company tulsa,commercial roofing tulsa OK,2,0.8730289936065674,0,1,0
540,commercial roofing companies tulsa,commercial roofing contractors near me,2,0.7382438778877258,0,0,1
541,epdm roofing membrane,commercial flat roof replacement,2,0.40429627895355225,1,0,0
542,metal roofing near me,commercial roof repair,2,0.5699275732040405,1,0,0
543,roofing for flat roof,commercial flat roof replacement,2,0.7599503993988037,1,0,0
544,duro last roofing,commercial roofing company,2,0.5287485122680664,0,0,1
545,jenks roofers,commercial roofing jenks,2,0.8320314884185791,0,1,0
546,commercial roofing services tulsa,commercial roof repair,2,0.6961195468902588,0,0,1
547,roofing companies in tulsa oklahoma,commercial roofing company tulsa OK,2,0.899718165397644,0,1,0
548,best roofing company tulsa,commercial roofing company tulsa OK,2,0.8513537645339966,0,1,0
549,commercial roofing tulsa ok,commercial roof repair company,2,0.6949445009231567,0,0,1
550,franco roofing,commercial roofing contractor,2,0.5783083438873291,1,0,0
551,epdm roofing,commercial roof repair,2,0.6103311777114868,1,0,0
552,new roof cost 1500 sq ft,commercial roofing contractor,2,0.45729589462280273,1,0,0
553,green phoenix tulsa,commercial roofing tulsa,2,0.4825754165649414,0,0,1
554,cost of a rubber roof,rubber roofers,2,0.5821138024330139,0,0,1
555,commercial roofing sand springs,+commercial +roofing +company,2,0.49024027585983276,0,0,1
556,roofing replacement tulsa ok,commercial roofing tulsa,2,0.8350248336791992,1,0,0
557,commercial waterproofing tulsa,commercial roofing tulsa,2,0.6412029266357422,1,0,0
558,cmc roofing,commercial roofing contractor,2,0.6188820600509644,1,0,0
559,tpo roofing repair,flat roof repair,2,0.6557374596595764,0,0,1
560,tulsa commercial roofing,commercial flat roofing,2,0.7122586369514465,0,0,1
561,modified bitumen roof,commercial roofing tulsa,2,0.5054968595504761,1,0,0
562,dicor rubber roof,rubber roofers,2,0.6701464653015137,0,0,1
563,tulsa roofing companies,commercial roofing tulsa,2,0.8791204690933228,0,1,0
564,roofing claremore ok,commercial roofing claremore,2,0.8654839396476746,0,1,0
565,owen enterprises inc,commercial roofing contractor,2,0.314737468957901,1,0,0
566,roofers bixby,commercial roof repair,2,0.5596358776092529,1,0,0
567,rubber roof pavers,rubber roofers,2,0.6892228126525879,0,0,1
568,homestead roofing company,commercial roofing contractor,2,0.6701734662055969,1,0,0
569,flat roof leak repair cost,flat roof repair,2,0.7169128656387329,0,0,1
570,commercial roofing oklahoma,commercial roof repair company,2,0.7208395004272461,0,0,1
571,white rubber roofing membrane,rubber roofers,2,0.590117335319519,0,0,1
572,standing seam metal roof installation,commercial roof repair,2,0.570816695690155,1,0,0
573,rubber roofing,commercial roofing company,2,0.5110942721366882,1,0,0
574,built up roof replacement cost,Built-Up roof replacement,2,0.8234002590179443,0,0,1
575,roofing company tulsa,commercial roofing company,2,0.7439168691635132,0,0,1
576,bartlesville roofing companies,commercial roofers near me,2,0.6913211345672607,1,0,0
577,roofing contractor tulsa,commercial roofers tulsa OK,2,0.8945868015289307,0,1,0
